identifier,creator,title,date,downloads,venue
ACB2019-08-30.me66s_mixpre6,Armchair Boogie,Armchair Boogie Live at Jackpine Jamboree on 2019-08-30,2019-08-30T00:00:00Z,570,Jackpine Jamboree
ACB2019-09-28,Armchair Boogie,Armchair Boogie Live at Boats & Bluegrass on 2019-09-28,2019-09-28T00:00:00Z,641,Boats & Bluegrass
ACB2019-11-09.ACB2019-11-09,Armchair Boogie,Armchair Boogie Live at The Sylvee on 2019-11-09,2019-11-09T00:00:00Z,1038,The Sylvee
ACB2019-11-09.me66s_mixpre6,Armchair Boogie,Armchair Boogie Live at Slyvee on 2019-11-09,2019-11-09T00:00:00Z,609,Slyvee
ACB2020-02-01.Neumann184,Armchair Boogie,Armchair Boogie Live at Woodlands Tavern on 2020-02-01,2020-02-01T00:00:00Z,1032,Woodlands Tavern
ACB2020-02-15,Armchair Boogie,Armchair Boogie Live at Rialto Bozeman on 2020-02-15,2020-02-15T00:00:00Z,708,Rialto Bozeman
ACB2020-06-12,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2020-06-12,2020-06-12T00:00:00Z,754,Driftless Music Gardens
ACB2020-06-12.ACB_2020-06-12,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2020-06-12,2020-06-12T00:00:00Z,938,Driftless Music Gardens
ACB2020-08-29.samson_co2,Armchair Boogie,Armchair Boogie Live at Blue Ox Festival on 2020-08-29,2020-08-29T00:00:00Z,655,Blue Ox Festival
ACB2020-09-26,Armchair Boogie,Armchair Boogie Live at T n T's on 2020-09-26,2020-09-26T00:00:00Z,712,T n T's
ACB2021-04-08,Armchair Boogie,Armchair Boogie Live at Sertoma Ranch on 2021-04-08,2021-04-08T00:00:00Z,377,Sertoma Ranch
ACB2021-04-09,Armchair Boogie,Armchair Boogie Live at Sertoma Ranch on 2021-04-09,2021-04-09T00:00:00Z,270,Sertoma Ranch
ACB2021-05-22.ACB_CWE,Armchair Boogie,Armchair Boogie Live at Trempealeau Hotel on 2021-05-22,2021-05-22T00:00:00Z,1332,Trempealeau Hotel
ACB2021-06-18,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2021-06-18,2021-06-18T00:00:00Z,636,Driftless Music Gardens
ACB2021-06-19,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2021-06-19,2021-06-19T00:00:00Z,877,Driftless Music Gardens
ACB2021-07-22.sbd,Armchair Boogie,Armchair Boogie Live at B-Town Sounds on 2021-07-22,2021-07-22T00:00:00Z,545,B-Town Sounds
ACB2021-07-25,Armchair Boogie,Armchair Boogie Live at Hook and Ladder Under The Canopy on 2021-07-25,2021-07-25T00:00:00Z,1020,Hook and Ladder Under The Canopy
ACB2021-07-25.sbd,Armchair Boogie,Armchair Boogie Live at The Hook & Ladder on 2021-07-25,2021-07-25T00:00:00Z,47,The Hook & Ladder
ACB2021-08-21,Armchair Boogie,Armchair Boogie Live at Blue Ox Festival on 2021-08-21,2021-08-21T00:00:00Z,515,Blue Ox Festival
ACB2021-08-21.Audience_Recording,Armchair Boogie,Armchair Boogie Live at Blue Ox Festival on 2021-08-21,2021-08-21T00:00:00Z,326,Blue Ox Festival
ACB2021-09-05.ck40_mixpre6,Armchair Boogie,Armchair Boogie Live at Jackpine Jamboree on 2021-09-05,2021-09-05T00:00:00Z,338,Jackpine Jamboree
ACB2021-09-24,Armchair Boogie,Armchair Boogie Live at Boats & Bluegrass on 2021-09-24,2021-09-24T00:00:00Z,413,Boats & Bluegrass
ACB2022-01-27,Armchair Boogie,Armchair Boogie Live at The Basement Nashville on 2022-01-27,2022-01-27T00:00:00Z,867,The Basement Nashville
ACB2022-01-28._,Armchair Boogie,"Armchair Boogie Live at Off Broadway, St Louis Missouri on 2022-01-28",2022-01-28T00:00:00Z,450,"Off Broadway, St Louis Missouri"
ACB2022-03-17.SBD.AudixSCX-25,Armchair Boogie,Armchair Boogie Live at 8x10 on 2022-03-17,2022-03-17T00:00:00Z,531,8x10
ACB2022-04-30.AKGC414XLIIs.SchoepsMK4s.Sbd,Armchair Boogie,Armchair Boogie Live at Druid Hill Park - Charm City Bluegrass on 2022-04-30,2022-04-30T00:00:00Z,407,Druid Hill Park - Charm City Bluegrass
ACB2022-06-23,Armchair Boogie,Armchair Boogie Live at Blue Ox Festival on 2022-06-23,2022-06-23T00:00:00Z,351,Blue Ox Festival
ACB2022-06-25.Harder-Deeper,Armchair Boogie,Armchair Boogie Live at Blue Ox Festival on 2022-06-25,2022-06-25T00:00:00Z,422,Blue Ox Festival
ACB2022-07-15.Tascam_X8_MatrixMix,Armchair Boogie,Armchair Boogie Live at The BoogiEDown! @ Driftless Music Gardens on 2022-07-15,2022-07-15T00:00:00Z,680,The BoogiEDown! @ Driftless Music Gardens
ACB2022-07-16.Tascam_X8_MatrixMix,Armchair Boogie,Armchair Boogie Live at The BoogiEDown! @ Driftless Music Gardens on 2022-07-16,2022-07-16T00:00:00Z,814,The BoogiEDown! @ Driftless Music Gardens
ACB2022-09-22.AKGCK61.Flac24,Armchair Boogie,"Armchair Boogie Live at Brooklyn Bowl, Philadelphia on 2022-09-22",2022-09-22T00:00:00Z,337,"Brooklyn Bowl, Philadelphia"
ACB2022-09-22.curtis.ntg4,Armchair Boogie,"Armchair Boogie Live at Philly Brooklyn Bowl- Philadelphia, PA on 2022-09-22",2022-09-22T00:00:00Z,271,"Philly Brooklyn Bowl- Philadelphia, PA"
ACB2022-10-08.curtis.ntg4,Armchair Boogie,"Armchair Boogie Live at Ramble Festival- Darlington, MD on 2022-10-08",2022-10-08T00:00:00Z,537,"Ramble Festival- Darlington, MD"
ACB2022-10-09.AKGC414XLIIs.Sbd,Armchair Boogie,Armchair Boogie Live at Camp Ramblewood on 2022-10-09,2022-10-09T00:00:00Z,483,Camp Ramblewood
ACB2022-10-28.ACB2022-10-28,Armchair Boogie,Armchair Boogie Live at The Majestic Theater on 2022-10-28,2022-10-28T00:00:00Z,754,The Majestic Theater
ACB2023-01-12km184,Armchair Boogie,"Armchair Boogie Live at Slowdown, Omaha, NE on 2023-01-12",2023-01-12T00:00:00Z,253,"Slowdown, Omaha, NE"
ACB2023-01-12mk4v,Armchair Boogie,"Armchair Boogie Live at Slowdown, Front Room, Omaha, NE on 2023-01-12",2023-01-12T00:00:00Z,322,"Slowdown, Front Room, Omaha, NE"
ACB2023-04-13,Armchair Boogie,Armchair Boogie Live at 8 X 10 on 2023-04-13,2023-04-13T00:00:00Z,97,8 X 10
ACB2023-07-13.Milab.Flac24,Armchair Boogie,"Armchair Boogie Live at Grey Fox Bluegrass Festival, Catskill Stage, Walsh Farm, on 2023-07-13",2023-07-13T00:00:00Z,141,"Grey Fox Bluegrass Festival, Catskill Stage, Walsh Farm,"
ACB2023-07-21,Armchair Boogie,Armchair Boogie Live at Driftless Music Garden on 2023-07-21,2023-07-21T00:00:00Z,318,Driftless Music Garden
ACB2023-07-22,Armchair Boogie,Armchair Boogie Live at Driftless Music Garden on 2023-07-22,2023-07-22T00:00:00Z,312,Driftless Music Garden
ACB2023-08-12,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2023-08-12,2023-08-12T00:00:00Z,321,Driftless Music Gardens
ACB2023-08-19.flac16,Armchair Boogie,Armchair Boogie Live at Gandy Dancer Festival on 2023-08-19,2023-08-19T00:00:00Z,265,Gandy Dancer Festival
ACB2023-09-02.sibert.shure.flac16,Armchair Boogie,Armchair Boogie Live at Shoe Fest on 2023-09-02,2023-09-02T00:00:00Z,405,Shoe Fest
ACB2023-09-03.me66s_ck40_mixpre6,Armchair Boogie,Armchair Boogie Live at wildlife campground on 2023-09-03,2023-09-03T00:00:00Z,316,wildlife campground
ACB2023-09-22,Armchair Boogie,Armchair Boogie Live at New Glarus Oktoberfest on 2023-09-22,2023-09-22T00:00:00Z,308,New Glarus Oktoberfest
ACB2023-10-19,Armchair Boogie,"Armchair Boogie Live at Yuba Stage, Sugar Pine Music Festival, Grass Valley, CA on 2023-10-19",2023-10-19T00:00:00Z,301,"Yuba Stage, Sugar Pine Music Festival, Grass Valley, CA"
ACB2023-10-20,Armchair Boogie,"Armchair Boogie Live at Sierra Stage, Sugar Pine Music Festival, Grass Valley, CA on 2023-10-20",2023-10-20T00:00:00Z,376,"Sierra Stage, Sugar Pine Music Festival, Grass Valley, CA"
ACB2023-11-30,Armchair Boogie,Armchair Boogie Live at Fine Line on 2023-11-30,2023-11-30T00:00:00Z,130,Fine Line
ACB2024-01-20,Armchair Boogie,Armchair Boogie Live at Center For The Arts on 2024-01-20,2024-01-20T00:00:00Z,133,Center For The Arts
ACB2024-01-21,Armchair Boogie,Armchair Boogie Live at Sheridan Opera House on 2024-01-21,2024-01-21T00:00:00Z,152,Sheridan Opera House
ACB2024-02-10,Armchair Boogie,Armchair Boogie Live at Ice Dance Music Festival on 2024-02-10,2024-02-10T00:00:00Z,332,Ice Dance Music Festival
ACB2024-02-21,Armchair Boogie,Armchair Boogie Live at The WOW Hall on 2024-02-21,2024-02-21T00:00:00Z,44,The WOW Hall
ACB2024-02-24,Armchair Boogie,Armchair Boogie Live at Neptune Theatre on 2024-02-24,2024-02-24T00:00:00Z,137,Neptune Theatre
ACB2024-03-13.me66s_ck1s_mixpre6,Armchair Boogie,Armchair Boogie Live at Showboat Saloon on 2024-03-13,2024-03-13T00:00:00Z,193,Showboat Saloon
ACB2024-03-22,Armchair Boogie,Armchair Boogie Live at Turner Hall Ballroom on 2024-03-22,2024-03-22T00:00:00Z,143,Turner Hall Ballroom
ACB2024-03-23.Tascam_X8_MatrixMix,Armchair Boogie,Armchair Boogie Live at Turf Club on 2024-03-23,2024-03-23T00:00:00Z,229,Turf Club
ACB2024-03-30,Armchair Boogie,Armchair Boogie Live at Martyr's on 2024-03-30,2024-03-30T00:00:00Z,296,Martyr's
ACB2024-04-08.flac16,Armchair Boogie,Armchair Boogie Live at Deckard Farm Eclipse Party on 2024-04-08,2024-04-08T00:00:00Z,132,Deckard Farm Eclipse Party
ACB2024-04-19,Armchair Boogie,Armchair Boogie Live at Poplar Hall on 2024-04-19,2024-04-19T00:00:00Z,227,Poplar Hall
ACB2024-04-28,Armchair Boogie,"Armchair Boogie Live at The Urban Lounge, SLC, UT on 2024-04-28",2024-04-28T00:00:00Z,121,"The Urban Lounge, SLC, UT"
ACB2024-05-04,Armchair Boogie,Armchair Boogie Live at Showdown Saloon on 2024-05-04,2024-05-04T00:00:00Z,143,Showdown Saloon
ACB2024-05-26,Armchair Boogie,Armchair Boogie Live at Three Sisters Park on 2024-05-26,2024-05-26T00:00:00Z,184,Three Sisters Park
ACB2024-06-21.matrix,Armchair Boogie,Armchair Boogie Live at Kaw River Roots Festival on 2024-06-21,2024-06-21T00:00:00Z,323,Kaw River Roots Festival
ACB2024-07-12,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2024-07-12,2024-07-12T00:00:00Z,164,Driftless Music Gardens
ACB2024-08-12,Armchair Boogie,Armchair Boogie Live at Up North Bar on 2024-08-12,2024-08-12T00:00:00Z,263,Up North Bar
ACB2024-09-07,Armchair Boogie,Armchair Boogie Live at Wonka's Harvest on 2024-09-07,2024-09-07T00:00:00Z,159,Wonka's Harvest
ACB2024-10-11,Armchair Boogie,"Armchair Boogie Live at Vail, CO on 2024-10-11",2024-10-11T00:00:00Z,81,"Vail, CO"
ACB2024-10-16.me66s_mixpre6_ben_eli,Armchair Boogie,Armchair Boogie Live at Showboat Saloon on 2024-10-16,2024-10-16T00:00:00Z,65,Showboat Saloon
ACB2024-10-25,Armchair Boogie,Armchair Boogie Live at Majestic Theatre on 2024-10-25,2024-10-25T00:00:00Z,181,Majestic Theatre
ACB2024-11-16,Armchair Boogie,Armchair Boogie Live at The Rialto on 2024-11-16,2024-11-16T00:00:00Z,164,The Rialto
ACB2025-02-01,Armchair Boogie,Armchair Boogie Live at Ice Dance Music Festival on 2025-02-01,2025-02-01T00:00:00Z,80,Ice Dance Music Festival
ACB2025-03-21,Armchair Boogie,Armchair Boogie Live at Martyr's on 2025-03-21,2025-03-21T00:00:00Z,225,Martyr's
ACB2025-03-28,Armchair Boogie,Armchair Boogie Live at High Noon Saloon on 2025-03-28,2025-03-28T00:00:00Z,137,High Noon Saloon
ACB2025-03-29,Armchair Boogie,Armchair Boogie Live at High Noon Saloon on 2025-03-29,2025-03-29T00:00:00Z,113,High Noon Saloon
ACB2025-04-04.neumann.flac16,Armchair Boogie,Armchair Boogie Live at Kenny's Westside Pub on 2025-04-04,2025-04-04T00:00:00Z,168,Kenny's Westside Pub
ACB2025-04-26.flac16-schoepsmk41,Armchair Boogie,Armchair Boogie Live at The Grove on 2025-04-26,2025-04-26T00:00:00Z,198,The Grove
ACB2025-06-07,Armchair Boogie,Armchair Boogie Live at Seven Acre Dairy on 2025-06-07,2025-06-07T00:00:00Z,188,Seven Acre Dairy
ACB2025-06-14.neumann.flac16,Armchair Boogie,Armchair Boogie Live at Friendly Valley on 2025-06-14,2025-06-14T00:00:00Z,109,Friendly Valley
ACB2025-06-28.Matrix,Armchair Boogie,Armchair Boogie Live at Blue Ox on 2025-06-28,2025-06-28T00:00:00Z,304,Blue Ox
ACB2025-07-03.ttt,Armchair Boogie,Armchair Boogie Live at Grassfire Festival on 2025-07-03,2025-07-03T00:00:00Z,57,Grassfire Festival
ACB2025-08-21,Armchair Boogie,Armchair Boogie Live at Farmin Park on 2025-08-21,2025-08-21T00:00:00Z,196,Farmin Park
ACB2025-09-12,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2025-09-12,2025-09-12T00:00:00Z,393,Driftless Music Gardens
ACB2025-09-13,Armchair Boogie,Armchair Boogie Live at Driftless Music Gardens on 2025-09-13,2025-09-13T00:00:00Z,195,Driftless Music Gardens
ACB2025-10-17,Armchair Boogie,Armchair Boogie Live at The Vivarium on 2025-10-17,2025-10-17T00:00:00Z,154,The Vivarium
ACB2025-11-08,Armchair Boogie,Armchair Boogie Live at Martyr's on 2025-11-08,2025-11-08T00:00:00Z,127,Martyr's
ACB2025-11-14.neumann.flac16,Armchair Boogie,Armchair Boogie Live at Kenny's Westside Pub on 2025-11-14,2025-11-14T00:00:00Z,107,Kenny's Westside Pub
ACB2025-12-04.Milab.flac24,Armchair Boogie,Armchair Boogie Live at Sportsmens Tavern on 2025-12-04,2025-12-04T00:00:00Z,104,Sportsmens Tavern
AD1989-04-01,Alice Donut,Alice Donut Live at The Court Tavern on 1989-04-01,1989-04-01T00:00:00Z,307,The Court Tavern
AD1989-04-13,Alice Donut,Alice Donut Live at Heaven @ The Masquerade on 1989-04-13,1989-04-13T00:00:00Z,79,Heaven @ The Masquerade
AD1990-07-13,Alice Donut,Alice Donut Live at The Court Tavern on 1990-07-13,1990-07-13T00:00:00Z,52,The Court Tavern
AD1991-01-13,Alice Donut,Alice Donut Live at City Gardens on 1991-01-13,1991-01-13T00:00:00Z,92,City Gardens
AD1991-05-31,Alice Donut,Alice Donut Live at Tonhalle on 1991-05-31,1991-05-31T00:00:00Z,193,Tonhalle
AD1991-10-10,Alice Donut,Alice Donut Live at CSU Lory Student Center on 1991-10-10,1991-10-10T00:00:00Z,112,CSU Lory Student Center
AD1992-09-10,Alice Donut,Alice Donut Live at 'T Hoekske Club on 1992-09-10,1992-09-10T00:00:00Z,129,'T Hoekske Club
AD1993-10-16,Alice Donut,Alice Donut Live at The Court Tavern on 1993-10-16,1993-10-16T00:00:00Z,119,The Court Tavern
AD1994-10-18,Alice Donut,Alice Donut Live at Great American Music Hall on 1994-10-18,1994-10-18T00:00:00Z,81,Great American Music Hall
AD1995-09-16,Alice Donut,Alice Donut Live at Moe's on 1995-09-16,1995-09-16T00:00:00Z,73,Moe's
AD1995-11-19,Alice Donut,Alice Donut Live at Democrazy on 1995-11-19,1995-11-19T00:00:00Z,73,Democrazy
AD1995-11-20,Alice Donut,Alice Donut Live at The Forum on 1995-11-20,1995-11-20T00:00:00Z,42,The Forum
AD2003-08-08,Alice Donut,Alice Donut Live at CBGBs on 2003-08-08,2003-08-08T00:00:00Z,98,CBGBs
AD2003-08-11,Alice Donut,Alice Donut Live at Khyber Pass on 2003-08-11,2003-08-11T00:00:00Z,82,Khyber Pass
AD2004-07-30,Alice Donut,Alice Donut Live at CBGB on 2004-07-30,2004-07-30T00:00:00Z,163,CBGB
AD2025-04-26,Alice Donut,Alice Donut Live at Brooklyn Monarch on 2025-04-26,2025-04-26T00:00:00Z,505,Brooklyn Monarch
AD2026-02-13,Alice Donut,Alice Donut Live at Great American Music Hall on 2026-02-13,2026-02-13T00:00:00Z,0,Great American Music Hall
AD2026-02-14.sbd,Alice Donut,Alice Donut Live at Greqt American Music Hall on 2026-02-14,2026-02-14T00:00:00Z,0,Greqt American Music Hall
AE1998-05-09,Alejandro Escovedo,Alejandro Escovedo Live at Vinoy Park on 1998-05-09,1998-05-09T00:00:00Z,553,Vinoy Park
AE2007-04-15,Alejandro Escovedo,Alejandro Escovedo Live at Concerts In the Studio on 2007-04-15,2007-04-15T00:00:00Z,46266,Concerts In the Studio
AE2007-09-05,Alejandro Escovedo,Alejandro Escovedo Live at Sundown Music Series on 2007-09-05,2007-09-05T00:00:00Z,4553,Sundown Music Series
AE2007-12-02.ae2007-12-02.mg20.flac16,Alejandro Escovedo,Alejandro Escovedo Live at Gravity Lounge on 2007-12-02,2007-12-02T00:00:00Z,3563,Gravity Lounge
AE2008-03-02,Alejandro Escovedo,Alejandro Escovedo Live at Aquarelle Restaurant on 2008-03-02,2008-03-02T00:00:00Z,1815,Aquarelle Restaurant
AE2009-07-12.AE2009-07-12mk4.flac16,Alejandro Escovedo,Alejandro Escovedo Live at McCabe's Guitar Shop on 2009-07-12,2009-07-12T00:00:00Z,2990,McCabe's Guitar Shop
AE2010-08-29.Schoeps4V.flac16,Alejandro Escovedo,"Alejandro Escovedo Live at Loufest, Forest Park on 2010-08-29",2010-08-29T00:00:00Z,186,"Loufest, Forest Park"
AE2011-01-27.MATRIX,Alejandro Escovedo,Alejandro Escovedo Live at Cat's Cradle on 2011-01-27,2011-01-27T00:00:00Z,7277,Cat's Cradle
AE2011-03-29,Alejandro Escovedo,Alejandro Escovedo Live at Continental Club on 2011-03-29,2011-03-29T00:00:00Z,16708,Continental Club
AE2011-07-11,Alejandro Escovedo,Alejandro Escovedo Live at St. Bonaventure's Parish Social Club on 2011-07-11,2011-07-11T00:00:00Z,2068,St. Bonaventure's Parish Social Club
AE2011-09-03,Alejandro Escovedo,Alejandro Escovedo Live at Concerts In The Studio on 2011-09-03,2011-09-03T00:00:00Z,848,Concerts In The Studio
AE2011-10-14,Alejandro Escovedo,Alejandro Escovedo Live at Tingewick Village Hall on 2011-10-14,2011-10-14T00:00:00Z,2426,Tingewick Village Hall
AE2011-10-15.AE2011-10-15CA14,Alejandro Escovedo,Alejandro Escovedo Live at The Railway on 2011-10-15,2011-10-15T00:00:00Z,1401,The Railway
AE2012-01-22,Alejandro Escovedo,Alejandro Escovedo Live at Live From Freehold on 2012-01-22,2012-01-22T00:00:00Z,866,Live From Freehold
AE2012-06-24.SBD,Alejandro Escovedo,Alejandro Escovedo Live at Le Divan du Monde on 2012-06-24,2012-06-24T00:00:00Z,2545,Le Divan du Monde
AE2012-07-13,Alejandro Escovedo,Alejandro Escovedo Live at The Borderline on 2012-07-13,2012-07-13T00:00:00Z,3109,The Borderline
AE2013-03-01.AE2013-03-01,Alejandro Escovedo,Alejandro Escovedo Live at Dosey Doe Big Barn on 2013-03-01,2013-03-01T00:00:00Z,2390,Dosey Doe Big Barn
AE2013-08-09.SBD.16bit,Alejandro Escovedo,Alejandro Escovedo Live at Vina Robles Amphitheatre on 2013-08-09,2013-08-09T00:00:00Z,1346,Vina Robles Amphitheatre
AE2013-08-09.SBD.24bit,Alejandro Escovedo,Alejandro Escovedo Live at Vina Robles Amphitheatre on 2013-08-09,2013-08-09T00:00:00Z,882,Vina Robles Amphitheatre
AE2014-04-03.MK4V-SBD-Matrix.flac16,Alejandro Escovedo,Alejandro Escovedo Live at Old Rock House on 2014-04-03,2014-04-03T00:00:00Z,771,Old Rock House
AE2014-04-03.MK4V-SBD-Matrix.flac24,Alejandro Escovedo,Alejandro Escovedo Live at Old Rock House on 2014-04-03,2014-04-03T00:00:00Z,609,Old Rock House
AE2014-06-02,Alejandro Escovedo,Alejandro Escovedo Live at Bowery Electric on 2014-06-02,2014-06-02T00:00:00Z,2641,Bowery Electric
AE2017-03-29,Alejandro Escovedo,Alejandro Escovedo Live at Zonnehuis on 2017-03-29,2017-03-29T00:00:00Z,1036,Zonnehuis
AE2018-09-22,Alejandro Escovedo,Alejandro Escovedo Live at Tower Theatre on 2018-09-22,2018-09-22T00:00:00Z,2009,Tower Theatre
AE2021-06-05,Antelope,Antelope Live at Ka'Tiki on 2021-06-05,2021-06-05T00:00:00Z,286,Ka'Tiki
AE2021-07-03,Antelope,Antelope Live at Cage Brewing Summer Jam on 2021-07-03,2021-07-03T00:00:00Z,240,Cage Brewing Summer Jam
AE2021-12-18,Antelope,Antelope Live at The Ale and The Witch on 2021-12-18,2021-12-18T00:00:00Z,268,The Ale and The Witch
AE2022-01-28.1,Antelope,Antelope Live at Katiki on 2022-01-28,2022-01-28T00:00:00Z,148,Katiki
AE2022-02-05,Antelope,Antelope Live at The Ale and The Witch on 2022-02-05,2022-02-05T00:00:00Z,224,The Ale and The Witch
AE2022-04-02,Antelope,Antelope Live at The Blueberry Patch on 2022-04-02,2022-04-02T00:00:00Z,424,The Blueberry Patch
AE2022-05-06,Antelope,Antelope Live at Cage Brewing on 2022-05-06,2022-05-06T00:00:00Z,446,Cage Brewing
AE2022-05-29,Antelope,Antelope Live at Ka Tiki on 2022-05-29,2022-05-29T00:00:00Z,318,Ka Tiki
AE2022-08-19.mtx,Antelope,Antelope Live at Ka Tiki on 2022-08-19,2022-08-19T00:00:00Z,248,Ka Tiki
AE2022-09-16,Antelope,Antelope Live at The Floridian on 2022-09-16,2022-09-16T00:00:00Z,297,The Floridian
AE2022-10-15,Antelope,Antelope Live at Ringside Cafe on 2022-10-15,2022-10-15T00:00:00Z,460,Ringside Cafe
AE2022-11-25,Antelope,Antelope Live at The Ale and The Witch on 2022-11-25,2022-11-25T00:00:00Z,245,The Ale and The Witch
AE2022-12-30,Antelope,Antelope Live at Cage Brewing on 2022-12-30,2022-12-30T00:00:00Z,407,Cage Brewing
AE2023-04-22,Antelope,Antelope Live at The Blueberry Patch on 2023-04-22,2023-04-22T00:00:00Z,647,The Blueberry Patch
AE2023-06-24,Antelope,Antelope Live at Cage Brewing on 2023-06-24,2023-06-24T00:00:00Z,122,Cage Brewing
AE2023-07-22,Antelope,Antelope Live at The Floridian on 2023-07-22,2023-07-22T00:00:00Z,175,The Floridian
AE2024-05-31,Antelope,Antelope Live at Cage Brewing on 2024-05-31,2024-05-31T00:00:00Z,54,Cage Brewing
AE2025-02-22,Antelope,Antelope Live at Whippersnap Music & Arts Festival on 2025-02-22,2025-02-22T00:00:00Z,62,Whippersnap Music & Arts Festival
AE2025-03-22.ck61,Antelope,Antelope Live at Cage on 2025-03-22,2025-03-22T00:00:00Z,52,Cage
AE2025-05-10.Antelope,Antelope,Antelope Live at Bayboro Brewing on 2025-05-10,2025-05-10T00:00:00Z,85,Bayboro Brewing
AE2025-09-19.boxcarAA,Antelope,Antelope Live at The Peninsula Hotel on 2025-09-19,2025-09-19T00:00:00Z,108,The Peninsula Hotel
AGSB2025-01-15.MTX,Adam Greuel,Adam Greuel Live at Showboat Saloon on 2025-01-15,2025-01-15T00:00:00Z,113,Showboat Saloon
AH2012-10-27,Aliver Hall,Aliver Hall Live at Nelson Ledges Quarry Park on 2012-10-27,2012-10-27T00:00:00Z,1134,Nelson Ledges Quarry Park
AH2012-10-31,Aliver Hall,Aliver Hall Live at Beachland Ballroom on 2012-10-31,2012-10-31T00:00:00Z,1113,Beachland Ballroom
AH2013-03-02.AH2013-03-02,Aliver Hall,Aliver Hall Live at Scarlet & Grey Cafe on 2013-03-02,2013-03-02T00:00:00Z,1041,Scarlet & Grey Cafe
AH2013-03-15.AH2013-03-02Musica,Aliver Hall,Aliver Hall Live at Musica on 2013-03-15,2013-03-15T00:00:00Z,863,Musica
AH2013-03-28.AH2013-03-28,Aliver Hall,Aliver Hall Live at Jackie O's on 2013-03-28,2013-03-28T00:00:00Z,651,Jackie O's
AH2013-03-29.AH2013-05-29,Aliver Hall,Aliver Hall Live at Canal Street Tavern on 2013-03-29,2013-03-29T00:00:00Z,772,Canal Street Tavern
AH2013-04-05.AH2013-04-05,Aliver Hall,Aliver Hall Live at Frontier Ranch on 2013-04-05,2013-04-05T00:00:00Z,590,Frontier Ranch
AH2013-05-03.AH2013-05-03,Aliver Hall,Aliver Hall Live at Thursday's Lounge on 2013-05-03,2013-05-03T00:00:00Z,591,Thursday's Lounge
AH2013-05-10.AH2013-05-10,Aliver Hall,Aliver Hall Live at Scarlet & Grey Cafe on 2013-05-10,2013-05-10T00:00:00Z,803,Scarlet & Grey Cafe
AH2013-05-24.AH2013-05-24,Aliver Hall,Aliver Hall Live at Clay's Park on 2013-05-24,2013-05-24T00:00:00Z,881,Clay's Park
AH2013-05-30.AH2013-05-30,Aliver Hall,Aliver Hall Live at Blue Fox Billiards on 2013-05-30,2013-05-30T00:00:00Z,866,Blue Fox Billiards
AH2013-05-31.AH2013-05-31,Aliver Hall,Aliver Hall Live at Bentz Street Sports Bar on 2013-05-31,2013-05-31T00:00:00Z,765,Bentz Street Sports Bar
AH2013-06-21.AH2013-06-21,Aliver Hall,Aliver Hall Live at The Grog Shop on 2013-06-21,2013-06-21T00:00:00Z,735,The Grog Shop
AH2013-07-26.aud.flac16,Aliver Hall,Aliver Hall Live at Tabfest Mendon Speedway on 2013-07-26,2013-07-26T00:00:00Z,797,Tabfest Mendon Speedway
AH2013-08-03.AH2013-08-03,Aliver Hall,Aliver Hall Live at Be There Festival on 2013-08-03,2013-08-03T00:00:00Z,1036,Be There Festival
AH2013-08-09.mics,Aliver Hall,Aliver Hall Live at Miami Valley Music Fest 13' on 2013-08-09,2013-08-09T00:00:00Z,732,Miami Valley Music Fest 13'
AH2013-10-18.AH2013-10-18,Aliver Hall,Aliver Hall Live at Quixote's True Blue on 2013-10-18,2013-10-18T00:00:00Z,979,Quixote's True Blue
AH2014-01-31.aud,Aliver Hall,Aliver Hall Live at The Venue on Third on 2014-01-31,2014-01-31T00:00:00Z,1048,The Venue on Third
AH2014-07-13.aud.flac,Aliver Hall,Aliver Hall Live at VFW Campground on 2014-07-13,2014-07-13T00:00:00Z,152,VFW Campground
AH2015-04-11.aud.flac,Aliver Hall,Aliver Hall Live at Oddbodys on 2015-04-11,2015-04-11T00:00:00Z,185,Oddbodys
AIRSHOW2016-07-04,Airshow,Airshow Live at Little Harpeth Brewing on 2016-07-04,2016-07-04T00:00:00Z,761,Little Harpeth Brewing
AIRSHOW2017-02-18,Airshow,Airshow Live at The Cobra on 2017-02-18,2017-02-18T00:00:00Z,1108,The Cobra
AIRSHOW2017-03-15,Airshow,Airshow Live at The Basement on 2017-03-15,2017-03-15T00:00:00Z,238,The Basement
AIRSHOW2017-03-25,Airshow,Airshow Live at Newby's on 2017-03-25,2017-03-25T00:00:00Z,381,Newby's
AIRSHOW2017-05-06,Airshow,Airshow Live at Newby's on 2017-05-06,2017-05-06T00:00:00Z,378,Newby's
AIRSHOW2017-05-13,Airshow,Airshow Live at Little Harpeth Brewing on 2017-05-13,2017-05-13T00:00:00Z,284,Little Harpeth Brewing
AIRSHOW2017-06-16,Airshow,Airshow Live at Summer Solstice Festival & Family Gathering on 2017-06-16,2017-06-16T00:00:00Z,308,Summer Solstice Festival & Family Gathering
